VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,09/14/2017 04:51:14 PM,09/14/2017 05:50:15 PM,2,14.24,1,N,13,138,1,50.0,1.0,0.5,11.51,5.76,0.3,69.07
2,09/14/2017 04:00:22 PM,09/14/2017 04:20:54 PM,1,2.85,1,N,13,186,1,14.5,1.0,0.5,4.08,0.0,0.3,20.38
2,09/14/2017 04:21:57 PM,09/14/2017 04:34:36 PM,1,1.17,1,N,186,246,1,9.0,1.0,0.5,2.16,0.0,0.3,12.96
2,09/14/2017 04:37:57 PM,09/14/2017 05:01:59 PM,1,2.32,1,N,246,161,2,15.0,1.0,0.5,0.0,0.0,0.3,16.8
2,09/14/2017 04:13:04 PM,09/14/2017 04:28:42 PM,1,1.78,1,N,162,140,1,11.5,1.0,0.5,2.66,0.0,0.3,15.96
1,09/14/2017 04:04:09 PM,09/14/2017 04:18:55 PM,1,1.9,1,N,166,239,1,11.5,1.0,0.5,2.65,0.0,0.3,15.95
1,09/14/2017 04:25:04 PM,09/14/2017 04:31:57 PM,1,1.0,1,N,239,238,1,7.0,1.0,0.5,2.0,0.0,0.3,10.8
1,09/14/2017 04:39:43 PM,09/14/2017 04:45:50 PM,1,0.8,1,N,239,142,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
1,09/14/2017 04:50:34 PM,09/14/2017 05:19:44 PM,1,2.1,1,N,142,164,1,17.5,1.0,0.5,2.0,0.0,0.3,21.3
1,09/14/2017 04:01:41 PM,09/14/2017 04:10:16 PM,1,0.8,1,N,161,100,1,7.0,1.0,0.5,1.0,0.0,0.3,9.8
1,09/14/2017 04:11:11 PM,09/14/2017 04:20:40 PM,1,1.5,1,N,100,158,1,8.0,1.0,0.5,1.95,0.0,0.3,11.75
1,09/14/2017 04:22:05 PM,09/14/2017 04:34:15 PM,1,1.3,1,N,158,211,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8
2,09/14/2017 04:26:19 PM,09/14/2017 04:37:43 PM,5,2.15,1,N,162,236,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
2,09/14/2017 04:39:47 PM,09/14/2017 04:46:58 PM,5,1.64,1,N,43,142,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
2,09/14/2017 04:48:12 PM,09/14/2017 04:53:08 PM,5,0.85,1,N,142,239,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16
2,09/14/2017 04:14:18 PM,09/14/2017 04:26:38 PM,4,1.97,1,N,142,24,2,9.5,1.0,0.5,0.0,0.0,0.3,11.3
2,09/14/2017 04:36:56 PM,09/14/2017 04:51:15 PM,1,0.92,1,N,100,186,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
2,09/14/2017 04:53:16 PM,09/14/2017 05:25:29 PM,1,2.66,1,N,186,144,2,20.0,1.0,0.5,0.0,0.0,0.3,21.8
1,09/14/2017 04:05:39 PM,09/14/2017 04:13:52 PM,1,1.1,1,N,264,264,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1,09/14/2017 04:16:39 PM,09/14/2017 04:31:04 PM,1,2.5,1,N,264,264,2,11.5,1.0,0.5,0.0,0.0,0.3,13.3
2,09/14/2017 04:57:18 PM,09/14/2017 05:23:38 PM,1,4.81,1,N,88,50,2,20.5,1.0,0.5,0.0,0.0,0.3,22.3
1,09/14/2017 04:20:08 PM,09/14/2017 04:33:03 PM,1,0.9,1,N,230,100,1,9.0,1.0,0.5,1.0,0.0,0.3,11.8
1,09/14/2017 04:04:03 PM,09/14/2017 04:10:46 PM,1,0.9,1,N,237,236,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3
2,09/14/2017 04:47:28 PM,09/14/2017 04:59:09 PM,5,1.42,1,N,7,7,1,9.0,1.0,0.5,1.0,0.0,0.3,11.8
2,09/14/2017 04:13:36 PM,09/14/2017 04:28:39 PM,2,1.0,1,N,164,161,1,10.0,1.0,0.5,2.36,0.0,0.3,14.16
2,09/14/2017 04:29:55 PM,09/14/2017 04:44:34 PM,2,1.29,1,N,161,100,1,10.0,1.0,0.5,1.77,0.0,0.3,13.57
2,09/14/2017 04:45:33 PM,09/14/2017 04:58:29 PM,2,0.97,1,N,100,161,1,9.0,1.0,0.5,1.0,0.0,0.3,11.8
1,09/14/2017 04:04:30 PM,09/14/2017 04:21:22 PM,1,2.2,1,N,230,249,1,12.0,1.0,0.5,1.0,0.0,0.3,14.8
1,09/14/2017 04:23:14 PM,09/14/2017 04:40:14 PM,1,1.4,1,N,249,234,1,11.0,1.0,0.5,2.55,0.0,0.3,15.35
1,09/14/2017 04:45:20 PM,09/14/2017 04:57:06 PM,1,0.5,1,N,164,186,1,8.5,1.0,0.5,2.05,0.0,0.3,12.35
1,09/14/2017 04:20:24 PM,09/14/2017 04:26:18 PM,1,0.8,1,N,263,75,1,5.5,1.0,0.5,1.45,0.0,0.3,8.75
1,09/14/2017 04:27:32 PM,09/14/2017 04:35:55 PM,1,1.3,1,N,75,74,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15
2,09/14/2017 04:10:03 PM,09/14/2017 04:21:40 PM,5,1.33,1,N,48,186,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8
2,09/14/2017 04:23:04 PM,09/14/2017 04:34:47 PM,5,1.82,1,N,186,142,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
2,09/14/2017 04:40:35 PM,09/14/2017 04:50:07 PM,5,1.1,1,N,142,50,1,8.0,1.0,0.5,1.0,0.0,0.3,10.8
1,09/14/2017 04:44:05 PM,09/14/2017 05:21:59 PM,1,3.5,1,N,163,100,1,23.0,1.0,0.5,4.95,0.0,0.3,29.75
2,09/14/2017 04:22:25 PM,09/14/2017 05:38:35 PM,2,16.62,2,N,132,163,2,52.0,4.5,0.5,0.0,0.0,0.3,57.3
1,09/14/2017 04:09:53 PM,09/14/2017 04:20:52 PM,1,1.9,1,N,263,74,1,9.5,1.0,0.5,3.35,0.0,0.3,14.65
1,09/14/2017 04:06:44 PM,09/14/2017 04:25:11 PM,1,2.1,1,N,162,262,1,13.0,1.0,0.5,2.95,0.0,0.3,17.75
2,09/14/2017 04:39:16 PM,09/14/2017 05:14:58 PM,1,8.32,1,N,138,141,1,28.5,1.0,0.5,6.0,5.76,0.3,42.06
2,09/14/2017 04:03:18 PM,09/14/2017 04:25:40 PM,1,1.99,1,N,170,237,1,14.0,1.0,0.5,3.95,0.0,0.3,19.75
2,09/14/2017 04:29:49 PM,09/14/2017 04:36:02 PM,1,1.08,1,N,237,236,1,6.5,1.0,0.5,0.0,0.0,0.3,8.3
2,09/14/2017 04:41:58 PM,09/14/2017 04:45:24 PM,1,0.87,1,N,236,75,1,5.0,1.0,0.5,0.0,0.0,0.3,6.8
1,09/14/2017 04:09:50 PM,09/14/2017 04:15:36 PM,1,1.1,1,N,68,249,1,6.0,1.0,0.5,1.5,0.0,0.3,9.3
1,09/14/2017 04:18:35 PM,09/14/2017 04:23:40 PM,1,0.7,1,N,114,113,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8
1,09/14/2017 04:25:09 PM,09/14/2017 04:38:45 PM,2,1.0,1,N,113,79,2,9.5,1.0,0.5,0.0,0.0,0.3,11.3
1,09/14/2017 04:50:11 PM,09/14/2017 04:54:04 PM,1,0.6,1,N,107,234,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3
2,09/14/2017 04:19:17 PM,09/14/2017 04:34:24 PM,6,1.68,1,N,238,43,2,10.5,1.0,0.5,0.0,0.0,0.3,12.3
1,09/14/2017 04:10:31 PM,09/14/2017 04:37:57 PM,1,2.1,1,N,45,107,1,17.0,1.0,0.5,1.25,0.0,0.3,20.05
1,09/14/2017 04:36:17 PM,09/14/2017 04:57:40 PM,1,2.6,1,N,13,79,1,15.0,1.0,0.5,3.35,0.0,0.3,20.15
2,09/14/2017 04:07:09 PM,09/14/2017 04:18:54 PM,5,1.27,1,N,164,249,1,9.0,1.0,0.5,2.16,0.0,0.3,12.96
2,09/14/2017 04:21:01 PM,09/14/2017 04:33:41 PM,4,1.1,1,N,68,164,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8
2,09/14/2017 04:35:20 PM,09/14/2017 04:50:13 PM,5,1.32,1,N,164,163,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
2,09/14/2017 04:09:32 PM,09/14/2017 04:18:31 PM,2,1.39,1,N,163,186,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3
2,09/14/2017 04:19:47 PM,09/14/2017 04:28:29 PM,3,0.72,1,N,186,234,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56
1,09/14/2017 04:26:36 PM,09/14/2017 05:39:59 PM,1,13.9,1,N,132,33,1,55.5,1.0,0.5,11.45,0.0,0.3,68.75
1,09/14/2017 04:05:11 PM,09/14/2017 04:09:23 PM,1,0.3,1,N,237,141,1,4.5,1.0,0.5,4.0,0.0,0.3,10.3
1,09/14/2017 04:11:41 PM,09/14/2017 04:21:55 PM,1,1.6,1,N,140,162,2,8.5,1.0,0.5,0.0,0.0,0.3,10.3
1,09/14/2017 04:23:11 PM,09/14/2017 04:41:22 PM,2,1.1,1,N,162,161,2,11.5,1.0,0.5,0.0,0.0,0.3,13.3
1,09/14/2017 04:43:49 PM,09/14/2017 05:17:25 PM,1,8.3,1,Y,163,261,2,29.0,1.0,0.5,0.0,0.0,0.3,30.8
1,09/14/2017 04:08:01 PM,09/14/2017 04:25:48 PM,1,1.4,1,N,237,143,1,12.0,1.0,0.5,2.75,0.0,0.3,16.55
1,09/14/2017 04:19:08 PM,09/14/2017 04:30:40 PM,1,0.9,1,N,238,43,1,8.5,1.0,0.5,2.05,0.0,0.3,12.35
1,09/14/2017 04:38:03 PM,09/14/2017 04:44:13 PM,1,0.7,1,N,236,237,1,5.5,1.0,0.5,1.83,0.0,0.3,9.13
2,09/14/2017 04:02:07 PM,09/14/2017 04:07:46 PM,1,0.43,1,N,163,162,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8
2,09/14/2017 04:08:48 PM,09/14/2017 04:25:32 PM,1,1.35,1,N,162,100,1,11.5,1.0,0.5,2.0,0.0,0.3,15.3
1,09/14/2017 04:36:14 PM,09/14/2017 04:59:02 PM,1,1.8,1,N,233,263,2,15.0,1.0,0.5,0.0,0.0,0.3,16.8
1,09/14/2017 04:10:43 PM,09/14/2017 04:22:02 PM,1,2.5,1,N,39,76,1,11.0,1.0,0.5,0.0,0.0,0.3,12.8
2,09/14/2017 04:00:28 PM,09/14/2017 04:47:24 PM,1,10.42,1,N,138,143,1,36.0,1.0,0.5,8.71,5.76,0.3,52.27
1,09/14/2017 04:07:14 PM,09/14/2017 04:07:30 PM,1,0.1,2,N,216,132,1,52.0,4.5,0.5,15.75,5.76,0.3,78.81
2,09/14/2017 04:32:55 PM,09/14/2017 04:52:51 PM,6,1.87,1,N,249,186,1,13.5,1.0,0.5,3.06,0.0,0.3,18.36
2,09/14/2017 04:54:14 PM,09/14/2017 05:23:49 PM,6,1.7,1,N,186,162,2,18.0,1.0,0.5,0.0,0.0,0.3,19.8
2,09/14/2017 04:25:53 PM,09/14/2017 04:33:20 PM,1,1.93,1,N,33,45,2,8.5,1.0,0.5,0.0,0.0,0.3,10.3
2,09/14/2017 04:39:33 PM,09/14/2017 04:48:01 PM,1,0.65,1,N,144,148,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56
2,09/14/2017 04:54:01 PM,09/14/2017 05:18:14 PM,1,1.84,1,N,113,170,1,15.0,1.0,0.5,1.75,0.0,0.3,18.55
2,09/14/2017 04:08:16 PM,09/14/2017 04:54:39 PM,1,10.34,1,N,138,143,1,35.0,1.0,0.5,8.51,5.76,0.3,51.07
2,09/14/2017 04:26:24 PM,09/14/2017 04:33:29 PM,1,0.7,1,N,229,237,1,6.0,1.0,0.5,1.95,0.0,0.3,9.75
2,09/14/2017 04:35:41 PM,09/14/2017 04:55:24 PM,1,2.73,1,N,237,249,1,14.0,1.0,0.5,3.95,0.0,0.3,19.75
2,09/14/2017 04:58:21 PM,09/14/2017 05:14:06 PM,1,1.26,1,N,249,144,1,10.5,1.0,0.5,2.46,0.0,0.3,14.76
1,09/14/2017 04:27:29 PM,09/14/2017 04:40:53 PM,1,1.2,1,N,230,161,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8
2,09/14/2017 04:43:46 PM,09/14/2017 04:52:29 PM,2,1.61,1,N,151,143,1,8.5,1.0,0.5,2.06,0.0,0.3,12.36
2,09/14/2017 04:54:53 PM,09/14/2017 05:14:21 PM,2,2.89,1,N,143,262,1,14.0,1.0,0.5,3.95,0.0,0.3,19.75
1,09/14/2017 04:21:26 PM,09/14/2017 04:24:55 PM,1,0.7,1,N,237,162,1,4.5,1.0,0.5,1.25,0.0,0.3,7.55
1,09/14/2017 04:26:31 PM,09/14/2017 04:58:25 PM,1,2.7,1,N,170,263,1,20.0,1.0,0.5,2.5,0.0,0.3,24.3
1,09/14/2017 04:33:39 PM,09/14/2017 05:07:20 PM,1,3.8,1,N,79,163,1,22.0,1.0,0.5,4.75,0.0,0.3,28.55
1,09/14/2017 04:12:12 PM,09/14/2017 04:16:00 PM,1,0.5,1,N,140,237,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3
1,09/14/2017 04:18:30 PM,09/14/2017 04:43:25 PM,2,3.4,1,N,237,114,2,17.5,1.0,0.5,0.0,0.0,0.3,19.3
2,09/14/2017 04:35:54 PM,09/14/2017 04:46:07 PM,1,1.14,1,N,234,230,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76
2,09/14/2017 04:47:28 PM,09/14/2017 05:22:22 PM,1,3.49,1,N,230,144,1,21.5,1.0,0.5,4.66,0.0,0.3,27.96
1,09/14/2017 04:29:49 PM,09/14/2017 05:06:59 PM,1,4.2,1,N,232,170,2,23.0,1.0,0.5,0.0,0.0,0.3,24.8
2,09/14/2017 04:24:22 PM,09/14/2017 04:47:50 PM,1,2.7,1,N,186,148,2,16.0,1.0,0.5,0.0,0.0,0.3,17.8
2,09/14/2017 04:17:38 PM,09/14/2017 04:44:36 PM,2,3.5,1,N,68,13,1,18.0,1.0,0.5,0.0,0.0,0.3,19.8
2,09/14/2017 04:45:59 PM,09/14/2017 05:19:25 PM,3,4.83,1,N,13,142,1,23.0,1.0,0.5,4.96,0.0,0.3,29.76
1,09/14/2017 04:54:59 PM,09/14/2017 05:20:03 PM,2,1.9,1,N,237,234,2,16.0,1.0,0.5,0.0,0.0,0.3,17.8
1,09/14/2017 04:03:10 PM,09/14/2017 04:10:10 PM,1,0.7,1,N,236,43,1,6.0,1.0,0.5,1.17,0.0,0.3,8.97
1,09/14/2017 04:11:56 PM,09/14/2017 04:18:25 PM,1,0.8,1,N,237,237,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
1,09/14/2017 04:19:01 PM,09/14/2017 04:30:07 PM,1,0.9,1,N,237,161,1,8.5,1.0,0.5,2.05,0.0,0.3,12.35
1,09/14/2017 04:31:19 PM,09/14/2017 04:58:07 PM,1,1.1,1,N,162,163,2,16.0,1.0,0.5,0.0,0.0,0.3,17.8
2,09/14/2017 04:19:25 PM,09/14/2017 05:09:41 PM,1,9.93,1,N,138,186,1,37.0,1.0,0.5,8.91,5.76,0.3,53.47
2,09/14/2017 04:14:08 PM,09/14/2017 04:37:57 PM,1,1.64,1,N,163,186,1,15.5,1.0,0.5,0.0,0.0,0.3,17.3
2,09/14/2017 04:44:52 PM,09/14/2017 05:04:06 PM,1,2.03,1,N,186,162,2,12.5,1.0,0.5,0.0,0.0,0.3,14.3
1,09/14/2017 04:15:37 PM,09/14/2017 04:30:53 PM,1,1.6,1,N,158,79,1,11.0,1.0,0.5,2.55,0.0,0.3,15.35
1,09/14/2017 04:03:14 PM,09/14/2017 05:10:16 PM,1,7.0,1,N,48,138,1,41.5,1.0,0.5,7.0,0.0,0.3,50.3
2,09/14/2017 04:43:09 PM,09/15/2017 04:06:32 PM,3,10.62,1,N,138,239,1,39.0,1.0,0.5,4.66,5.76,0.3,51.22
2,09/14/2017 04:05:41 PM,09/14/2017 04:15:06 PM,1,1.17,1,N,163,186,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
2,09/14/2017 04:16:38 PM,09/14/2017 04:30:34 PM,1,0.82,1,N,186,170,2,9.5,1.0,0.5,0.0,0.0,0.3,11.3
2,09/14/2017 04:33:00 PM,09/14/2017 05:56:05 PM,1,11.16,1,N,170,138,1,55.0,1.0,0.5,12.51,5.76,0.3,75.07
2,09/14/2017 04:32:19 PM,09/14/2017 05:05:07 PM,4,2.39,1,N,186,237,1,20.0,1.0,0.5,4.36,0.0,0.3,26.16
1,09/14/2017 04:08:29 PM,09/14/2017 04:21:11 PM,1,1.3,1,N,238,236,2,9.5,1.0,0.5,0.0,0.0,0.3,11.3
2,09/14/2017 04:03:14 PM,09/14/2017 04:20:16 PM,4,1.91,1,N,249,100,2,12.0,1.0,0.5,0.0,0.0,0.3,13.8
2,09/14/2017 04:22:01 PM,09/14/2017 04:47:50 PM,5,2.18,1,N,100,237,1,16.5,1.0,0.5,0.0,0.0,0.3,18.3
1,09/14/2017 04:44:31 PM,09/14/2017 06:04:45 PM,1,18.6,2,N,132,48,2,52.0,4.5,0.5,0.0,0.0,0.3,57.3
2,09/14/2017 03:59:05 PM,09/14/2017 04:17:01 PM,3,1.68,1,N,263,162,2,12.0,1.0,0.5,0.0,0.0,0.3,13.8
2,09/14/2017 04:19:27 PM,09/14/2017 04:32:59 PM,2,1.08,1,N,162,141,1,9.5,1.0,0.5,1.0,0.0,0.3,12.3
1,09/14/2017 04:05:56 PM,09/14/2017 04:09:49 PM,1,0.6,1,N,236,236,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1,09/14/2017 04:13:35 PM,09/14/2017 04:30:03 PM,1,2.2,1,N,236,239,1,12.0,1.0,0.5,1.2,0.0,0.3,15.0
1,09/14/2017 04:36:02 PM,09/14/2017 04:40:28 PM,1,0.7,1,N,238,151,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8
1,09/14/2017 04:41:50 PM,09/14/2017 05:00:49 PM,1,2.2,1,N,151,42,1,13.0,1.0,0.5,2.95,0.0,0.3,17.75
2,09/14/2017 04:22:00 PM,09/14/2017 04:53:25 PM,6,2.71,1,N,238,163,1,19.0,1.0,0.5,4.16,0.0,0.3,24.96
2,09/14/2017 04:36:20 PM,09/14/2017 04:40:26 PM,1,0.13,1,N,162,161,1,4.5,1.0,0.5,1.58,0.0,0.3,7.88
2,09/14/2017 04:44:10 PM,09/14/2017 04:55:13 PM,1,0.94,1,N,161,230,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8
2,09/14/2017 03:55:04 PM,09/14/2017 04:16:54 PM,2,1.78,1,N,90,161,1,14.0,1.0,0.5,3.95,0.0,0.3,19.75
2,09/14/2017 04:18:03 PM,09/14/2017 04:26:24 PM,2,0.62,1,N,161,233,1,6.5,1.0,0.5,1.66,0.0,0.3,9.96
2,09/14/2017 04:27:50 PM,09/14/2017 04:33:29 PM,2,0.69,1,N,162,230,1,5.5,1.0,0.5,1.0,0.0,0.3,8.3
1,09/14/2017 04:13:48 PM,09/14/2017 04:39:21 PM,1,1.7,1,N,234,233,1,16.0,1.0,0.5,2.0,0.0,0.3,19.8
1,09/14/2017 04:41:43 PM,09/14/2017 04:55:08 PM,1,1.8,1,N,229,236,2,10.5,1.0,0.5,0.0,0.0,0.3,12.3
1,09/14/2017 04:56:24 PM,09/14/2017 05:04:11 PM,1,0.8,1,N,236,237,1,6.5,1.0,0.5,1.65,0.0,0.3,9.95
2,09/14/2017 04:08:17 PM,09/14/2017 04:39:12 PM,1,4.45,1,N,234,238,1,21.5,1.0,0.5,3.0,0.0,0.3,26.3
2,09/14/2017 04:45:04 PM,09/14/2017 04:49:06 PM,1,0.83,1,N,239,142,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16
1,09/14/2017 04:00:16 PM,09/14/2017 04:08:59 PM,2,0.8,1,N,230,186,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1,09/14/2017 04:12:13 PM,09/14/2017 04:43:33 PM,1,3.0,1,N,186,239,1,20.0,1.0,0.5,0.0,0.0,0.3,21.8
1,09/14/2017 04:49:10 PM,09/14/2017 05:05:14 PM,2,2.0,1,N,142,151,2,11.5,1.0,0.5,0.0,0.0,0.3,13.3
2,09/14/2017 04:02:10 PM,09/14/2017 04:07:05 PM,1,0.44,1,N,142,239,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16
1,09/14/2017 04:05:13 PM,09/14/2017 04:10:00 PM,1,0.9,1,N,158,68,1,5.5,1.0,0.5,1.45,0.0,0.3,8.75
1,09/14/2017 04:11:47 PM,09/14/2017 04:15:23 PM,1,0.4,1,N,68,246,2,4.0,1.0,0.5,0.0,0.0,0.3,5.8
1,09/14/2017 04:19:23 PM,09/14/2017 04:22:09 PM,1,0.5,1,N,68,249,1,4.0,1.0,0.5,1.45,0.0,0.3,7.25
1,09/14/2017 04:25:38 PM,09/14/2017 04:28:19 PM,1,0.2,1,N,264,68,3,3.5,1.0,0.5,0.0,0.0,0.3,5.3
1,09/14/2017 04:28:42 PM,09/14/2017 05:30:28 PM,1,18.0,3,N,68,1,1,76.0,1.0,0.0,18.95,17.5,0.3,113.75
1,09/14/2017 04:17:15 PM,09/14/2017 04:21:22 PM,1,0.9,1,N,237,141,1,5.0,1.0,0.5,1.0,0.0,0.3,7.8
1,09/14/2017 04:25:49 PM,09/14/2017 04:28:49 PM,1,0.3,1,N,262,262,1,4.0,1.0,0.5,1.45,0.0,0.3,7.25
1,09/14/2017 04:35:14 PM,09/14/2017 04:43:19 PM,1,0.7,1,N,262,236,1,6.5,1.0,0.5,1.25,0.0,0.3,9.55
